Year,Month,DayofMonth,DayOfWeek,FlightDate,Reporting_Airline,Flight_Number_Reporting_Airline,Origin,OriginState,Dest,DestState,CRSDepTime,DepTime,DepDelay,DepDel15,TaxiOut,CRSArrTime,ArrTime,ArrDelay,ArrDel15,TaxiIn,CRSElapsedTime,ActualElapsedTime,AirTime,Distance,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,MinutesRecovered,Delayed15
2025,1,1,3,2025-01-01,WN,1059,ORF,VA,MDW,IL,730,726.0,-4.0,0.0,11.0,840,834.0,-6.0,0.0,5.0,130.0,128.0,112.0,704.0,0.0,,0.0,,,,,,2.0,0
2025,1,1,3,2025-01-01,YX,3654,ORF,VA,EWR,NJ,1835,1833.0,-2.0,0.0,110.0,2014,2147.0,93.0,1.0,11.0,99.0,194.0,73.0,284.0,0.0,,0.0,0.0,0.0,93.0,0.0,0.0,-95.0,1
2025,1,1,3,2025-01-01,YX,3523,ORF,VA,ORD,IL,1515,1520.0,5.0,0.0,13.0,1656,1640.0,-16.0,0.0,6.0,161.0,140.0,121.0,717.0,0.0,,0.0,,,,,,21.0,0
2025,1,1,3,2025-01-01,YX,3469,ORF,VA,EWR,NJ,1123,1120.0,-3.0,0.0,11.0,1304,1241.0,-23.0,0.0,8.0,101.0,81.0,62.0,284.0,0.0,,0.0,,,,,,20.0,0
2025,1,1,3,2025-01-01,YX,4499,ORF,VA,PHL,PA,807,801.0,-6.0,0.0,32.0,915,932.0,17.0,1.0,5.0,68.0,91.0,54.0,212.0,0.0,,0.0,0.0,0.0,17.0,0.0,0.0,-23.0,1
2025,1,1,3,2025-01-01,YX,4536,ORF,VA,ORD,IL,700,802.0,62.0,1.0,19.0,835,928.0,53.0,1.0,9.0,155.0,146.0,118.0,717.0,0.0,,0.0,53.0,0.0,0.0,0.0,0.0,9.0,1
2025,1,1,3,2025-01-01,YX,4618,ORF,VA,DCA,VA,1638,1632.0,-6.0,0.0,17.0,1741,1734.0,-7.0,0.0,12.0,63.0,62.0,33.0,142.0,0.0,,0.0,,,,,,1.0,0
2025,1,1,3,2025-01-01,YX,5763,ORF,VA,JFK,NY,1430,1428.0,-2.0,0.0,11.0,1600,1544.0,-16.0,0.0,10.0,90.0,76.0,55.0,290.0,0.0,,0.0,,,,,,14.0,0
2025,1,1,3,2025-01-01,YX,5765,ORF,VA,LGA,NY,700,651.0,-9.0,0.0,12.0,834,814.0,-20.0,0.0,10.0,94.0,83.0,61.0,296.0,0.0,,0.0,,,,,,11.0,0
2025,1,1,3,2025-01-01,AA,604,RIC,VA,MIA,FL,556,550.0,-6.0,0.0,17.0,835,820.0,-15.0,0.0,13.0,159.0,150.0,120.0,825.0,0.0,,0.0,,,,,,9.0,0
2025,1,1,3,2025-01-01,AA,1063,RIC,VA,CLT,NC,617,612.0,-5.0,0.0,18.0,755,730.0,-25.0,0.0,4.0,98.0,78.0,56.0,257.0,0.0,,0.0,,,,,,20.0,0
2025,1,1,3,2025-01-01,AA,1268,RIC,VA,CLT,NC,903,855.0,-8.0,0.0,17.0,1029,1022.0,-7.0,0.0,10.0,86.0,87.0,60.0,257.0,0.0,,0.0,,,,,,-1.0,0
2025,1,1,3,2025-01-01,AA,1909,RIC,VA,CLT,NC,2024,2011.0,-13.0,0.0,13.0,2155,2134.0,-21.0,0.0,10.0,91.0,83.0,60.0,257.0,0.0,,0.0,,,,,,8.0,0
2025,1,1,3,2025-01-01,AA,2204,RIC,VA,DFW,TX,640,646.0,6.0,0.0,15.0,919,930.0,11.0,0.0,17.0,219.0,224.0,192.0,1158.0,0.0,,0.0,,,,,,-5.0,0
2025,1,1,3,2025-01-01,AA,1040,RIC,VA,CLT,NC,1653,1645.0,-8.0,0.0,16.0,1819,1807.0,-12.0,0.0,13.0,86.0,82.0,53.0,257.0,0.0,,0.0,,,,,,4.0,0
2025,1,1,3,2025-01-01,AA,2348,RIC,VA,DFW,TX,1531,1547.0,16.0,1.0,11.0,1809,1810.0,1.0,0.0,13.0,218.0,203.0,179.0,1158.0,0.0,,0.0,,,,,,15.0,0
2025,1,1,3,2025-01-01,AA,2349,RIC,VA,DFW,TX,1905,1856.0,-9.0,0.0,13.0,2147,2139.0,-8.0,0.0,12.0,222.0,223.0,198.0,1158.0,0.0,,0.0,,,,,,-1.0,0
2025,1,1,3,2025-01-01,AA,1435,RIC,VA,CLT,NC,1359,1353.0,-6.0,0.0,20.0,1525,1512.0,-13.0,0.0,5.0,86.0,79.0,54.0,257.0,0.0,,0.0,,,,,,7.0,0
2025,1,1,3,2025-01-01,B6,169,RIC,VA,MCO,FL,940,943.0,3.0,0.0,11.0,1159,1159.0,0.0,0.0,14.0,139.0,136.0,111.0,667.0,0.0,,0.0,,,,,,3.0,0
2025,1,1,3,2025-01-01,B6,382,RIC,VA,BOS,MA,1830,1821.0,-9.0,0.0,10.0,2007,1944.0,-23.0,0.0,5.0,97.0,83.0,68.0,474.0,0.0,,0.0,,,,,,14.0,0
2025,1,1,3,2025-01-01,B6,969,RIC,VA,MCO,FL,1459,1649.0,110.0,1.0,10.0,1711,1859.0,108.0,1.0,8.0,132.0,130.0,112.0,667.0,0.0,,0.0,16.0,0.0,0.0,0.0,92.0,2.0,1
2025,1,1,3,2025-01-01,B6,1145,RIC,VA,FLL,FL,600,556.0,-4.0,0.0,13.0,830,810.0,-20.0,0.0,5.0,150.0,134.0,116.0,805.0,0.0,,0.0,,,,,,16.0,0
2025,1,1,3,2025-01-01,DL,1402,RIC,VA,ATL,GA,640,635.0,-5.0,0.0,15.0,843,820.0,-23.0,0.0,6.0,123.0,105.0,84.0,481.0,0.0,,0.0,,,,,,18.0,0
2025,1,1,3,2025-01-01,DL,1415,RIC,VA,ATL,GA,801,808.0,7.0,0.0,17.0,1001,1003.0,2.0,0.0,15.0,120.0,115.0,83.0,481.0,0.0,,0.0,,,,,,5.0,0
2025,1,1,3,2025-01-01,DL,1437,RIC,VA,ATL,GA,1641,1637.0,-4.0,0.0,20.0,1829,1833.0,4.0,0.0,6.0,108.0,116.0,90.0,481.0,0.0,,0.0,,,,,,-8.0,0
2025,1,1,3,2025-01-01,DL,1460,RIC,VA,ATL,GA,535,531.0,-4.0,0.0,15.0,732,715.0,-17.0,0.0,6.0,117.0,104.0,83.0,481.0,0.0,,0.0,,,,,,13.0,0
2025,1,1,3,2025-01-01,DL,2177,RIC,VA,ATL,GA,1248,1242.0,-6.0,0.0,14.0,1435,1421.0,-14.0,0.0,4.0,107.0,99.0,81.0,481.0,0.0,,0.0,,,,,,8.0,0
2025,1,1,3,2025-01-01,MQ,3633,RIC,VA,MIA,FL,1915,1905.0,-10.0,0.0,13.0,2155,2128.0,-27.0,0.0,6.0,160.0,143.0,124.0,825.0,0.0,,0.0,,,,,,17.0,0
2025,1,1,3,2025-01-01,NK,1219,RIC,VA,FLL,FL,1616,1608.0,-8.0,0.0,10.0,1842,1823.0,-19.0,0.0,6.0,146.0,135.0,119.0,805.0,0.0,,0.0,,,,,,11.0,0
2025,1,1,3,2025-01-01,NK,1227,RIC,VA,FLL,FL,1822,1815.0,-7.0,0.0,21.0,2048,2044.0,-4.0,0.0,6.0,146.0,149.0,122.0,805.0,0.0,,0.0,,,,,,-3.0,0
2025,1,1,3,2025-01-01,OH,5453,RIC,VA,CLT,NC,1055,1043.0,-12.0,0.0,19.0,1220,1204.0,-16.0,0.0,4.0,85.0,81.0,58.0,257.0,0.0,,0.0,,,,,,4.0,0
2025,1,1,3,2025-01-01,OH,5568,RIC,VA,CLT,NC,1809,1801.0,-8.0,0.0,14.0,1934,1930.0,-4.0,0.0,10.0,85.0,89.0,65.0,257.0,0.0,,0.0,,,,,,-4.0,0
2025,1,1,3,2025-01-01,OO,3625,RIC,VA,DTW,MI,1255,1450.0,115.0,1.0,16.0,1454,1629.0,95.0,1.0,9.0,119.0,99.0,74.0,456.0,0.0,,0.0,95.0,0.0,0.0,0.0,0.0,20.0,1
2025,1,1,3,2025-01-01,UA,2493,RIC,VA,DEN,CO,810,808.0,-2.0,0.0,14.0,1024,1030.0,6.0,0.0,25.0,254.0,262.0,223.0,1482.0,0.0,,0.0,,,,,,-8.0,0
2025,1,1,3,2025-01-01,UA,2137,RIC,VA,ORD,IL,636,633.0,-3.0,0.0,12.0,805,747.0,-18.0,0.0,15.0,149.0,134.0,107.0,642.0,0.0,,0.0,,,,,,15.0,0
2025,1,1,3,2025-01-01,UA,1704,RIC,VA,IAH,TX,605,1022.0,257.0,1.0,17.0,838,1303.0,265.0,1.0,9.0,213.0,221.0,195.0,1157.0,0.0,,0.0,257.0,0.0,8.0,0.0,0.0,-8.0,1
2025,1,1,3,2025-01-01,WN,1785,RIC,VA,ATL,GA,1505,1502.0,-3.0,0.0,16.0,1655,1647.0,-8.0,0.0,4.0,110.0,105.0,85.0,481.0,0.0,,0.0,,,,,,5.0,0
2025,1,1,3,2025-01-01,WN,5151,RIC,VA,BNA,TN,1250,1251.0,1.0,0.0,11.0,1345,1341.0,-4.0,0.0,5.0,115.0,110.0,94.0,527.0,0.0,,0.0,,,,,,5.0,0
2025,1,1,3,2025-01-01,WN,846,RIC,VA,BWI,MD,630,628.0,-2.0,0.0,10.0,725,711.0,-14.0,0.0,4.0,55.0,43.0,29.0,121.0,0.0,,0.0,,,,,,12.0,0
2025,1,1,3,2025-01-01,WN,2389,RIC,VA,BWI,MD,1755,1916.0,81.0,1.0,12.0,1845,2008.0,83.0,1.0,6.0,50.0,52.0,34.0,121.0,0.0,,0.0,81.0,0.0,2.0,0.0,0.0,-2.0,1
2025,1,1,3,2025-01-01,WN,1107,RIC,VA,MDW,IL,735,723.0,-12.0,0.0,11.0,845,819.0,-26.0,0.0,4.0,130.0,116.0,101.0,629.0,0.0,,0.0,,,,,,14.0,0
2025,1,1,3,2025-01-01,YX,4451,RIC,VA,LGA,NY,637,633.0,-4.0,0.0,14.0,758,748.0,-10.0,0.0,10.0,81.0,75.0,51.0,292.0,0.0,,0.0,,,,,,6.0,0
2025,1,1,3,2025-01-01,YX,5697,RIC,VA,BOS,MA,915,907.0,-8.0,0.0,17.0,1054,1042.0,-12.0,0.0,13.0,99.0,95.0,65.0,474.0,0.0,,0.0,,,,,,4.0,0
2025,1,1,3,2025-01-01,DL,2937,ROA,VA,ATL,GA,600,550.0,-10.0,0.0,16.0,741,714.0,-27.0,0.0,6.0,101.0,84.0,62.0,357.0,0.0,,0.0,,,,,,17.0,0
2025,1,1,3,2025-01-01,G4,1317,ROA,VA,SFB,FL,2152,2228.0,36.0,1.0,17.0,2340,18.0,38.0,1.0,7.0,108.0,110.0,86.0,594.0,0.0,,0.0,0.0,0.0,2.0,0.0,36.0,-2.0,1
2025,1,1,3,2025-01-01,OO,5457,ROA,VA,ORD,IL,1052,1055.0,3.0,0.0,14.0,1202,1153.0,-9.0,0.0,14.0,130.0,118.0,90.0,531.0,0.0,,0.0,,,,,,12.0,0
2025,1,1,3,2025-01-01,OO,5598,ROA,VA,ORD,IL,1015,1008.0,-7.0,0.0,17.0,1128,1107.0,-21.0,0.0,10.0,133.0,119.0,92.0,531.0,0.0,,0.0,,,,,,14.0,0
2025,1,1,3,2025-01-01,OO,5734,ROA,VA,ORD,IL,1746,1841.0,55.0,1.0,14.0,1855,1939.0,44.0,1.0,12.0,129.0,118.0,92.0,531.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.0,11.0,1
2025,1,2,4,2025-01-02,OO,4651,CHO,VA,ORD,IL,630,642.0,12.0,0.0,11.0,750,749.0,-1.0,0.0,16.0,140.0,127.0,100.0,566.0,0.0,,0.0,,,,,,13.0,0
2025,1,2,4,2025-01-02,OO,5606,CHO,VA,ORD,IL,1745,1800.0,15.0,1.0,25.0,1850,1918.0,28.0,1.0,17.0,125.0,138.0,96.0,566.0,0.0,,0.0,15.0,0.0,13.0,0.0,0.0,-13.0,1
2025,1,2,4,2025-01-02,AA,347,DCA,VA,MIA,FL,959,959.0,0.0,0.0,13.0,1257,1234.0,-23.0,0.0,9.0,178.0,155.0,133.0,919.0,0.0,,0.0,,,,,,23.0,0
2025,1,2,4,2025-01-02,AA,365,DCA,VA,CLT,NC,1957,1956.0,-1.0,0.0,23.0,2135,2136.0,1.0,0.0,7.0,98.0,100.0,70.0,331.0,0.0,,0.0,,,,,,-2.0,0
2025,1,2,4,2025-01-02,AA,391,DCA,VA,MIA,FL,612,605.0,-7.0,0.0,13.0,911,842.0,-29.0,0.0,8.0,179.0,157.0,136.0,919.0,0.0,,0.0,,,,,,22.0,0
2025,1,2,4,2025-01-02,AA,422,DCA,VA,MIA,FL,815,811.0,-4.0,0.0,21.0,1113,1103.0,-10.0,0.0,11.0,178.0,172.0,140.0,919.0,0.0,,0.0,,,,,,6.0,0
2025,1,2,4,2025-01-02,AA,436,DCA,VA,BOS,MA,1454,1503.0,9.0,0.0,25.0,1628,1638.0,10.0,0.0,4.0,94.0,95.0,66.0,399.0,0.0,,0.0,,,,,,-1.0,0
2025,1,2,4,2025-01-02,AA,489,DCA,VA,ORD,IL,1154,1149.0,-5.0,0.0,14.0,1314,1254.0,-20.0,0.0,9.0,140.0,125.0,102.0,612.0,0.0,,0.0,,,,,,15.0,0
2025,1,2,4,2025-01-02,AA,544,DCA,VA,TPA,FL,1951,1947.0,-4.0,0.0,15.0,2229,2231.0,2.0,0.0,20.0,158.0,164.0,129.0,814.0,0.0,,0.0,,,,,,-6.0,0
2025,1,2,4,2025-01-02,AA,555,DCA,VA,MIA,FL,500,456.0,-4.0,0.0,12.0,749,737.0,-12.0,0.0,7.0,169.0,161.0,142.0,919.0,0.0,,0.0,,,,,,8.0,0
2025,1,2,4,2025-01-02,AA,592,DCA,VA,MCO,FL,644,643.0,-1.0,0.0,14.0,922,901.0,-21.0,0.0,11.0,158.0,138.0,113.0,759.0,0.0,,0.0,,,,,,20.0,0
2025,1,2,4,2025-01-02,AA,1632,DCA,VA,DFW,TX,1714,1705.0,-9.0,0.0,16.0,1956,1940.0,-16.0,0.0,13.0,222.0,215.0,186.0,1192.0,0.0,,0.0,,,,,,7.0,0
2025,1,2,4,2025-01-02,AA,1721,DCA,VA,MCO,FL,1520,1510.0,-10.0,0.0,12.0,1755,1750.0,-5.0,0.0,25.0,155.0,160.0,123.0,759.0,0.0,,0.0,,,,,,-5.0,0
2025,1,2,4,2025-01-02,AA,1762,DCA,VA,ORD,IL,1454,1455.0,1.0,0.0,14.0,1616,1557.0,-19.0,0.0,10.0,142.0,122.0,98.0,612.0,0.0,,0.0,,,,,,20.0,0
2025,1,2,4,2025-01-02,AA,1839,DCA,VA,DFW,TX,630,623.0,-7.0,0.0,15.0,917,859.0,-18.0,0.0,14.0,227.0,216.0,187.0,1192.0,0.0,,0.0,,,,,,11.0,0
2025,1,2,4,2025-01-02,AA,1893,DCA,VA,BDL,CT,2225,2213.0,-12.0,0.0,12.0,2352,2320.0,-32.0,0.0,4.0,87.0,67.0,51.0,313.0,0.0,,0.0,,,,,,20.0,0
2025,1,2,4,2025-01-02,AA,2841,DCA,VA,CLT,NC,500,452.0,-8.0,0.0,13.0,639,611.0,-28.0,0.0,4.0,99.0,79.0,62.0,331.0,0.0,,0.0,,,,,,20.0,0
2025,1,2,4,2025-01-02,AA,2844,DCA,VA,PHX,AZ,700,657.0,-3.0,0.0,19.0,1022,1017.0,-5.0,0.0,7.0,322.0,320.0,294.0,1979.0,0.0,,0.0,,,,,,2.0,0
2025,1,2,4,2025-01-02,AA,2903,DCA,VA,ORD,IL,559,549.0,-10.0,0.0,11.0,719,650.0,-29.0,0.0,7.0,140.0,121.0,103.0,612.0,0.0,,0.0,,,,,,19.0,0
2025,1,2,4,2025-01-02,AA,2939,DCA,VA,FLL,FL,1011,1005.0,-6.0,0.0,20.0,1313,1247.0,-26.0,0.0,3.0,182.0,162.0,139.0,899.0,0.0,,0.0,,,,,,20.0,0
2025,1,2,4,2025-01-02,AA,2943,DCA,VA,FLL,FL,1502,1516.0,14.0,0.0,13.0,1753,1804.0,11.0,0.0,20.0,171.0,168.0,135.0,899.0,0.0,,0.0,,,,,,3.0,0
2025,1,2,4,2025-01-02,AA,2959,DCA,VA,ORD,IL,1713,1701.0,-12.0,0.0,18.0,1836,1823.0,-13.0,0.0,24.0,143.0,142.0,100.0,612.0,0.0,,0.0,,,,,,1.0,0
2025,1,2,4,2025-01-02,AA,2987,DCA,VA,MIA,FL,1600,1557.0,-3.0,0.0,22.0,1900,1851.0,-9.0,0.0,7.0,180.0,174.0,145.0,919.0,0.0,,0.0,,,,,,6.0,0
2025,1,2,4,2025-01-02,AA,3008,DCA,VA,LGA,NY,1545,1623.0,38.0,1.0,28.0,1657,1744.0,47.0,1.0,5.0,72.0,81.0,48.0,214.0,0.0,,0.0,2.0,0.0,9.0,0.0,36.0,-9.0,1
2025,1,2,4,2025-01-02,AA,3018,DCA,VA,MIA,FL,1154,1149.0,-5.0,0.0,12.0,1450,1432.0,-18.0,0.0,6.0,176.0,163.0,145.0,919.0,0.0,,0.0,,,,,,13.0,0
2025,1,2,4,2025-01-02,AA,3066,DCA,VA,DFW,TX,1520,1513.0,-7.0,0.0,19.0,1809,1748.0,-21.0,0.0,13.0,229.0,215.0,183.0,1192.0,0.0,,0.0,,,,,,14.0,0
2025,1,2,4,2025-01-02,AA,1090,DCA,VA,DFW,TX,1154,1152.0,-2.0,0.0,22.0,1442,1423.0,-19.0,0.0,6.0,228.0,211.0,183.0,1192.0,0.0,,0.0,,,,,,17.0,0
2025,1,2,4,2025-01-02,AA,1153,DCA,VA,PBI,FL,1014,1003.0,-11.0,0.0,29.0,1309,1257.0,-12.0,0.0,4.0,175.0,174.0,141.0,857.0,0.0,,0.0,,,,,,1.0,0
2025,1,2,4,2025-01-02,AA,1158,DCA,VA,DFW,TX,1859,1853.0,-6.0,0.0,18.0,2145,2129.0,-16.0,0.0,17.0,226.0,216.0,181.0,1192.0,0.0,,0.0,,,,,,10.0,0
2025,1,2,4,2025-01-02,AA,1162,DCA,VA,LAX,CA,1730,1720.0,-10.0,0.0,14.0,2021,1953.0,-28.0,0.0,8.0,351.0,333.0,311.0,2311.0,0.0,,0.0,,,,,,18.0,0
2025,1,2,4,2025-01-02,AA,1170,DCA,VA,MCO,FL,1145,1207.0,22.0,1.0,16.0,1423,1431.0,8.0,0.0,12.0,158.0,144.0,116.0,759.0,0.0,,0.0,,,,,,14.0,0
2025,1,2,4,2025-01-02,AA,1177,DCA,VA,DFW,TX,1312,1307.0,-5.0,0.0,14.0,1556,1542.0,-14.0,0.0,15.0,224.0,215.0,186.0,1192.0,0.0,,0.0,,,,,,9.0,0
2025,1,2,4,2025-01-02,AA,1181,DCA,VA,JAX,FL,819,813.0,-6.0,0.0,35.0,1031,1034.0,3.0,0.0,7.0,132.0,141.0,99.0,634.0,0.0,,0.0,,,,,,-9.0,0
2025,1,2,4,2025-01-02,AA,1200,DCA,VA,ORD,IL,944,945.0,1.0,0.0,11.0,1102,1045.0,-17.0,0.0,9.0,138.0,120.0,100.0,612.0,0.0,,0.0,,,,,,18.0,0
2025,1,2,4,2025-01-02,AA,1218,DCA,VA,PHX,AZ,1020,1014.0,-6.0,0.0,21.0,1348,1332.0,-16.0,0.0,5.0,328.0,318.0,292.0,1979.0,0.0,,0.0,,,,,,10.0,0
2025,1,2,4,2025-01-02,AA,1907,DCA,VA,DFW,TX,917,908.0,-9.0,0.0,15.0,1205,1135.0,-30.0,0.0,9.0,228.0,207.0,183.0,1192.0,0.0,,0.0,,,,,,21.0,0
2025,1,2,4,2025-01-02,AA,1921,DCA,VA,JAX,FL,1459,1456.0,-3.0,0.0,18.0,1710,1700.0,-10.0,0.0,7.0,131.0,124.0,99.0,634.0,0.0,,0.0,,,,,,7.0,0
2025,1,2,4,2025-01-02,AA,1975,DCA,VA,LAS,NV,740,736.0,-4.0,0.0,15.0,959,953.0,-6.0,0.0,6.0,319.0,317.0,296.0,2089.0,0.0,,0.0,,,,,,2.0,0
2025,1,2,4,2025-01-02,AA,1986,DCA,VA,LAX,CA,840,838.0,-2.0,0.0,23.0,1150,1130.0,-20.0,0.0,9.0,370.0,352.0,320.0,2311.0,0.0,,0.0,,,,,,18.0,0
2025,1,2,4,2025-01-02,AA,2007,DCA,VA,DFW,TX,500,455.0,-5.0,0.0,15.0,749,726.0,-23.0,0.0,13.0,229.0,211.0,183.0,1192.0,0.0,,0.0,,,,,,18.0,0
2025,1,2,4,2025-01-02,AA,2033,DCA,VA,ORD,IL,700,656.0,-4.0,0.0,25.0,821,816.0,-5.0,0.0,11.0,141.0,140.0,104.0,612.0,0.0,,0.0,,,,,,1.0,0
2025,1,2,4,2025-01-02,AA,2120,DCA,VA,BOS,MA,2211,2206.0,-5.0,0.0,15.0,2353,2336.0,-17.0,0.0,4.0,102.0,90.0,71.0,399.0,0.0,,0.0,,,,,,12.0,0
2025,1,2,4,2025-01-02,AA,2128,DCA,VA,MCO,FL,820,815.0,-5.0,0.0,23.0,1057,1055.0,-2.0,0.0,14.0,157.0,160.0,123.0,759.0,0.0,,0.0,,,,,,-3.0,0
2025,1,2,4,2025-01-02,AA,2139,DCA,VA,MCO,FL,1738,1922.0,104.0,1.0,18.0,2018,2151.0,93.0,1.0,16.0,160.0,149.0,115.0,759.0,0.0,,0.0,0.0,0.0,0.0,0.0,93.0,11.0,1
2025,1,2,4,2025-01-02,AA,2182,DCA,VA,CLT,NC,1730,1723.0,-7.0,0.0,30.0,1907,1908.0,1.0,0.0,7.0,97.0,105.0,68.0,331.0,0.0,,0.0,,,,,,-8.0,0
2025,1,2,4,2025-01-02,AA,3133,DCA,VA,MIA,FL,701,655.0,-6.0,0.0,11.0,1000,941.0,-19.0,0.0,9.0,179.0,166.0,146.0,919.0,0.0,,0.0,,,,,,13.0,0
2025,1,2,4,2025-01-02,AA,3194,DCA,VA,CLT,NC,646,641.0,-5.0,0.0,12.0,825,814.0,-11.0,0.0,10.0,99.0,93.0,71.0,331.0,0.0,,0.0,,,,,,6.0,0
2025,1,2,4,2025-01-02,AA,620,DCA,VA,CLT,NC,1138,1155.0,17.0,1.0,13.0,1318,1317.0,-1.0,0.0,8.0,100.0,82.0,61.0,331.0,0.0,,0.0,,,,,,18.0,0
2025,1,2,4,2025-01-02,AA,865,DCA,VA,MIA,FL,1724,1728.0,4.0,0.0,24.0,2023,2023.0,0.0,0.0,13.0,179.0,175.0,138.0,919.0,0.0,,0.0,,,,,,4.0,0
2025,1,2,4,2025-01-02,AA,897,DCA,VA,MIA,FL,1824,1831.0,7.0,0.0,16.0,2119,2114.0,-5.0,0.0,9.0,175.0,163.0,138.0,919.0,0.0,,0.0,,,,,,12.0,0
2025,1,2,4,2025-01-02,AA,966,DCA,VA,CLT,NC,1011,1101.0,50.0,1.0,17.0,1206,1225.0,19.0,1.0,6.0,115.0,84.0,61.0,331.0,0.0,,0.0,0.0,0.0,0.0,0.0,19.0,31.0,1
2025,1,2,4,2025-01-02,AA,2297,DCA,VA,PBI,FL,1546,1556.0,10.0,0.0,14.0,1826,1826.0,0.0,0.0,4.0,160.0,150.0,132.0,857.0,0.0,,0.0,,,,,,10.0,0
2025,1,2,4,2025-01-02,AA,2473,DCA,VA,SRQ,FL,819,822.0,3.0,0.0,41.0,1111,1122.0,11.0,0.0,6.0,172.0,180.0,133.0,851.0,0.0,,0.0,,,,,,-8.0,0
2025,1,2,4,2025-01-02,AA,1394,DCA,VA,PBI,FL,815,813.0,-2.0,0.0,22.0,1056,1045.0,-11.0,0.0,5.0,161.0,152.0,125.0,857.0,0.0,,0.0,,,,,,9.0,0
2025,1,2,4,2025-01-02,AA,1399,DCA,VA,BOS,MA,1659,1712.0,13.0,0.0,15.0,1832,1847.0,15.0,1.0,6.0,93.0,95.0,74.0,399.0,0.0,,0.0,0.0,0.0,2.0,0.0,13.0,-2.0,1
2025,1,2,4,2025-01-02,AA,1428,DCA,VA,DFW,TX,759,751.0,-8.0,0.0,16.0,1048,1035.0,-13.0,0.0,13.0,229.0,224.0,195.0,1192.0,0.0,,0.0,,,,,,5.0,0
2025,1,2,4,2025-01-02,AA,1517,DCA,VA,BDL,CT,1659,1655.0,-4.0,0.0,9.0,1819,1800.0,-19.0,0.0,5.0,80.0,65.0,51.0,313.0,0.0,,0.0,,,,,,15.0,0
2025,1,2,4,2025-01-02,AA,1518,DCA,VA,CLT,NC,834,828.0,-6.0,0.0,29.0,1030,1016.0,-14.0,0.0,14.0,116.0,108.0,65.0,331.0,0.0,,0.0,,,,,,8.0,0
2025,1,2,4,2025-01-02,AA,1540,DCA,VA,RSW,FL,1541,1608.0,27.0,1.0,14.0,1827,1845.0,18.0,1.0,4.0,166.0,157.0,139.0,892.0,0.0,,0.0,18.0,0.0,0.0,0.0,0.0,9.0,1
2025,1,2,4,2025-01-02,AA,1612,DCA,VA,MIA,FL,1333,1332.0,-1.0,0.0,14.0,1630,1608.0,-22.0,0.0,5.0,177.0,156.0,137.0,919.0,0.0,,0.0,,,,,,21.0,0
2025,1,2,4,2025-01-02,AA,1618,DCA,VA,DFW,TX,1035,1023.0,-12.0,0.0,25.0,1332,1259.0,-33.0,0.0,9.0,237.0,216.0,182.0,1192.0,0.0,,0.0,,,,,,21.0,0
2025,1,2,4,2025-01-02,AA,1619,DCA,VA,MIA,FL,2005,2017.0,12.0,0.0,21.0,2310,2305.0,-5.0,0.0,6.0,185.0,168.0,141.0,919.0,0.0,,0.0,,,,,,17.0,0
2025,1,2,4,2025-01-02,AA,1630,DCA,VA,ORD,IL,2045,2115.0,30.0,1.0,10.0,2205,2210.0,5.0,0.0,9.0,140.0,115.0,96.0,612.0,0.0,,0.0,,,,,,25.0,0
2025,1,2,4,2025-01-02,AA,2522,DCA,VA,TPA,FL,1350,1344.0,-6.0,0.0,34.0,1620,1634.0,14.0,0.0,3.0,150.0,170.0,133.0,814.0,0.0,,0.0,,,,,,-20.0,0
2025,1,2,4,2025-01-02,AA,2524,DCA,VA,TPA,FL,1012,1015.0,3.0,0.0,22.0,1304,1253.0,-11.0,0.0,13.0,172.0,158.0,123.0,814.0,0.0,,0.0,,,,,,14.0,0
2025,1,2,4,2025-01-02,AA,2761,DCA,VA,PHX,AZ,1705,1658.0,-7.0,0.0,11.0,2021,2006.0,-15.0,0.0,20.0,316.0,308.0,277.0,1979.0,0.0,,0.0,,,,,,8.0,0
2025,1,2,4,2025-01-02,AS,1,DCA,VA,SEA,WA,800,754.0,-6.0,0.0,18.0,1100,1055.0,-5.0,0.0,9.0,360.0,361.0,334.0,2329.0,0.0,,0.0,,,,,,-1.0,0
2025,1,2,4,2025-01-02,AS,3,DCA,VA,SEA,WA,1740,1728.0,-12.0,0.0,18.0,2044,2039.0,-5.0,0.0,9.0,364.0,371.0,344.0,2329.0,0.0,,0.0,,,,,,-7.0,0
2025,1,2,4,2025-01-02,AS,5,DCA,VA,LAX,CA,920,909.0,-11.0,0.0,16.0,1223,1225.0,2.0,0.0,33.0,363.0,376.0,327.0,2311.0,0.0,,0.0,,,,,,-13.0,0
2025,1,2,4,2025-01-02,AS,7,DCA,VA,SFO,CA,1715,1658.0,-17.0,0.0,31.0,2033,2022.0,-11.0,0.0,6.0,378.0,384.0,347.0,2442.0,0.0,,0.0,,,,,,-6.0,0
2025,1,2,4,2025-01-02,AS,9,DCA,VA,PDX,OR,1854,1834.0,-20.0,0.0,18.0,2157,2143.0,-14.0,0.0,6.0,363.0,369.0,345.0,2350.0,0.0,,0.0,,,,,,-6.0,0
2025,1,2,4,2025-01-02,B6,579,DCA,VA,FLL,FL,1220,1230.0,10.0,0.0,12.0,1502,1512.0,10.0,0.0,6.0,162.0,162.0,144.0,899.0,0.0,,0.0,,,,,,0.0,0
